source,target,reaction,weight
s_1543[c],s_0001[q],r_0005,1
s_1543[c],s_0004[q],r_0006,1
s_1543[c],s_0409[c],r_0195,1
s_1543[c],s_0773[c],r_0510,1
s_0001[q],s_3718[c],r_4048,1
s_0004[q],s_3718[c],r_4048,1
s_0077[c],s_0312[c],r_0007,1
s_0312[c],s_0403[c],r_0563,1
s_0312[c],s_0550[c],r_0563,1
s_0311[c],s_0294[c],r_0013,1
s_0311[c],s_0722[c],r_0013,1
s_0294[c],s_1029[c],r_0026,1
s_0722[c],s_0120[c],r_0446,1
s_0142[c],s_0313[c],r_0014,1
s_0313[c],s_0314[c],r_2030,1
s_0141[c],s_0142[c],r_0015,1
s_0179[m],s_0039[m],r_0016,1
s_0039[m],s_0008[m],r_0669,1
s_1401[m],s_0039[m],r_0016,1
s_1401[m],s_0146[m],r_0097,1
s_1401[m],s_0957[m],r_0674,1
s_0176[c],s_0953[c],r_0018,1
s_0953[c],s_0959[c],r_0678,1
s_0149[c],s_0030[c],r_0019,1
s_0030[c],s_0031[c],r_0843,1
s_0552[m],s_0350[m],r_0020,1
s_0350[m],s_0349[c],r_1567,1
s_1361[m],s_0350[m],r_0020,1
s_0162[c],s_0165[c],r_0023,1
s_0165[c],s_0009[c],r_0060,1
s_0232[c],s_0162[c],r_0024,1
s_0373[c],s_0162[c],r_0024,1
s_0373[c],s_0367[c],r_0103,1
s_0373[c],s_1101[c],r_0109,1
s_0373[c],s_1235[c],r_0252,1
s_0373[c],s_0218[c],r_0559,1
s_0373[c],s_0066[c],r_0716,1
s_0373[c],s_1302[c],r_2140,1
s_1029[c],s_1416[c],r_0726,1
s_1029[c],s_1148[c],r_0729,1
s_0834[m],s_0454[m],r_0027,1
s_0454[m],s_0836[m],r_0542,1
s_0010[c],s_0291[c],r_0029,1
s_0291[c],s_1021[c],r_0699,1
s_0390[c],s_0423[c],r_0032,1
s_0423[c],s_2842[a],r_3586,1
s_0577[c],s_0158[c],r_0038,1
s_0577[c],s_0722[c],r_0038,1
s_0577[c],s_1408[c],r_0982,1
s_0158[c],s_0328[c],r_0967,1
s_0210[c],s_0211[c],r_0039,1
s_0211[c],s_1429[c],r_0996,1
s_0349[c],s_0210[c],r_0040,1
s_0222[c],s_0224[c],r_0045,1
s_0222[c],s_0955[c],r_0045,1
s_0224[c],s_0147[c],r_0058,1
s_0955[c],s_0404[c],r_0157,1
s_0147[c],s_1403[c],r_2114,1
s_0009[c],s_0010[c],r_0061,1
s_0233[m],s_0150[m],r_0063,1
s_0233[m],s_1058[m],r_1088,1
s_0150[m],s_0149[c],r_1568,1
s_0261[c],s_0324[c],r_0065,1
s_0324[c],s_0515[c],r_0279,1
s_1360[c],s_0324[c],r_0065,1
s_1360[c],s_0188[c],r_0366,1
s_1360[c],s_0522[c],r_1127,1
s_1360[c],s_1361[m],r_1127,1
s_0303[c],s_0383[c],r_0075,1
s_0303[c],s_1422[c],r_0075,1
s_0383[c],s_0423[c],r_0139,1
s_1422[c],s_1423[c],r_0087,1
s_0301[c],s_0302[c],r_0079,1
s_0302[c],s_0300[c],r_0855,1
s_0306[c],s_0322[c],r_0080,1
s_0306[c],s_0304[c],r_0732,1
s_1423[c],s_0311[c],r_0086,1
s_0146[m],s_0016[m],r_0096,1
s_0016[m],s_0233[m],r_0352,1
s_0367[c],s_0218[c],r_0559,1
s_1101[c],s_1302[c],r_2140,1
s_1101[c],s_2782[x],r_3514,1
s_0362[c],s_0373[c],r_0112,1
s_1192[m],s_1191[m],r_0115,1
s_1191[m],s_0145[m],r_0759,1
s_0145[m],s_1182[m],r_0118,1
s_1182[m],s_1192[m],r_0818,1
s_1182[m],s_1268[m],r_0818,1
s_2821[x],s_3442[x],r_0127,1
s_2821[x],s_1262[c],r_3520,1
s_3442[x],s_3709[x],r_3972,1
s_3442[x],s_3743[c],r_3972,1
s_3441[x],s_3442[x],r_0127,1
s_3441[x],s_0667[w],r_3939,1
s_1386[c],s_0423[c],r_0139,1
s_1386[c],s_1187[c],r_0202,1
s_1386[c],s_0326[c],r_0225,1
s_1386[c],s_1222[c],r_0786,1
s_1386[c],s_1270[c],r_0820,1
s_1386[c],s_0327[c],r_0915,1
s_0386[c],s_0423[c],r_0142,1
s_1413[c],s_0386[c],r_0144,1
s_1413[c],s_1012[c],r_0144,1
s_1012[c],s_0980[c],r_0309,1
s_1012[c],s_1029[c],r_0727,1
s_1416[c],s_1420[c],r_0145,1
s_1416[c],s_3182[x],r_3547,1
s_1420[c],s_0303[c],r_1002,1
s_1420[c],s_1442[c],r_1002,1
s_0299[c],s_0403[c],r_0151,1
s_0299[c],s_0725[c],r_0151,1
s_0403[c],s_1365[c],r_0912,1
s_0725[c],s_0066[c],r_0452,1
s_0725[c],s_1269[c],r_0453,1
s_0725[c],s_1458[c],r_0453,1
s_0393[c],s_0725[c],r_0152,1
s_0973[c],s_0393[c],r_0153,1
s_0973[c],s_0015[c],r_0208,1
s_0973[c],s_0969[c],r_0211,1
s_0973[c],s_1194[c],r_0214,1
s_0973[c],s_0295[c],r_0215,1
s_0973[c],s_0432[c],r_0220,1
s_0973[c],s_0299[c],r_0908,1
s_0298[c],s_0201[c],r_0154,1
s_0201[c],s_0390[c],r_0883,1
s_0201[c],s_1620[c],r_0883,1
s_0779[c],s_1003[c],r_0156,1
s_0779[c],s_0066[c],r_0716,1
s_0779[c],s_4189[c],r_4582,1
s_1003[c],s_0757[c],r_0512,1
s_1003[c],s_0325[c],r_0914,1
s_1003[c],s_1005[m],r_1811,1
s_0404[c],s_1582[c],r_4047,1
s_0404[c],s_1583[c],r_4047,1
s_0404[c],s_1585[c],r_4047,1
s_0404[c],s_1587[c],r_4047,1
s_0404[c],s_1589[c],r_4047,1
s_0404[c],s_1590[c],r_4047,1
s_0404[c],s_1591[c],r_4047,1
s_0404[c],s_1593[c],r_4047,1
s_0404[c],s_1594[c],r_4047,1
s_0404[c],s_1596[c],r_4047,1
s_0404[c],s_1598[c],r_4047,1
s_0404[c],s_1600[c],r_4047,1
s_0404[c],s_1602[c],r_4047,1
s_0404[c],s_1604[c],r_4047,1
s_0404[c],s_1606[c],r_4047,1
s_0404[c],s_1607[c],r_4047,1
s_0404[c],s_1608[c],r_4047,1
s_0404[c],s_1610[c],r_4047,1
s_0404[c],s_1612[c],r_4047,1
s_0404[c],s_1614[c],r_4047,1
s_0404[c],s_3717[c],r_4047,1
s_1582[c],s_0404[c],r_0157,1
s_0680[c],s_0359[c],r_0163,1
s_0359[c],s_0362[c],r_0173,1
s_0359[c],s_0361[m],r_1632,1
s_0208[c],s_0441[c],r_0172,1
s_0441[c],s_0031[c],r_0843,1
s_0361[m],s_0365[m],r_0174,1
s_0361[m],s_0365[m],r_0175,1
s_0568[c],s_0409[c],r_0195,1
s_0568[c],s_0126[c],r_0758,1
s_0568[c],s_0567[c],r_0888,1
s_0409[c],s_1520[c],r_1051,1
s_0427[c],s_1187[c],r_0202,1
s_1187[c],s_0076[c],r_0913,1
s_0515[c],s_0427[c],r_0203,1
s_0515[c],s_1399[c],r_0203,1
s_0515[c],s_1377[c],r_0278,1
s_1399[c],s_0955[c],r_4226,1
s_0015[c],s_0725[c],r_0207,1
s_0015[c],s_0965[c],r_0207,1
s_0965[c],s_0428[c],r_0209,1
s_0965[c],s_0968[v],r_1185,1
s_0979[c],s_0015[c],r_0208,1
s_0428[c],s_1582[c],r_4047,1
s_0428[c],s_1583[c],r_4047,1
s_0428[c],s_1585[c],r_4047,1
s_0428[c],s_1587[c],r_4047,1
s_0428[c],s_1589[c],r_4047,1
s_0428[c],s_1590[c],r_4047,1
s_0428[c],s_1591[c],r_4047,1
s_0428[c],s_1593[c],r_4047,1
s_0428[c],s_1594[c],r_4047,1
s_0428[c],s_1596[c],r_4047,1
s_0428[c],s_1598[c],r_4047,1
s_0428[c],s_1600[c],r_4047,1
s_0428[c],s_1602[c],r_4047,1
s_0428[c],s_1604[c],r_4047,1
s_0428[c],s_1606[c],r_4047,1
s_0428[c],s_1607[c],r_4047,1
s_0428[c],s_1608[c],r_4047,1
s_0428[c],s_1610[c],r_4047,1
s_0428[c],s_1612[c],r_4047,1
s_0428[c],s_1614[c],r_4047,1
s_0428[c],s_3717[c],r_4047,1
s_1583[c],s_0428[c],r_0209,1
s_0969[c],s_0430[c],r_0212,1
s_0430[c],s_1582[c],r_4047,1
s_0430[c],s_1583[c],r_4047,1
s_0430[c],s_1585[c],r_4047,1
s_0430[c],s_1587[c],r_4047,1
s_0430[c],s_1589[c],r_4047,1
s_0430[c],s_1590[c],r_4047,1
s_0430[c],s_1591[c],r_4047,1
s_0430[c],s_1593[c],r_4047,1
s_0430[c],s_1594[c],r_4047,1
s_0430[c],s_1596[c],r_4047,1
s_0430[c],s_1598[c],r_4047,1
s_0430[c],s_1600[c],r_4047,1
s_0430[c],s_1602[c],r_4047,1
s_0430[c],s_1604[c],r_4047,1
s_0430[c],s_1606[c],r_4047,1
s_0430[c],s_1607[c],r_4047,1
s_0430[c],s_1608[c],r_4047,1
s_0430[c],s_1610[c],r_4047,1
s_0430[c],s_1612[c],r_4047,1
s_0430[c],s_1614[c],r_4047,1
s_0430[c],s_3717[c],r_4047,1
s_1585[c],s_0430[c],r_0212,1
s_0455[c],s_1194[c],r_0214,1
s_0455[c],s_0979[c],r_0816,1
s_1194[c],s_0061[c],r_0349,1
s_0295[c],s_0978[c],r_0219,1
s_1273[m],s_0975[m],r_0217,1
s_1273[m],s_0524[m],r_0300,1
s_0975[m],s_0973[c],r_1118,1
s_0978[c],s_1014[c],r_0546,1
s_0432[c],s_1582[c],r_4047,1
s_0432[c],s_1583[c],r_4047,1
s_0432[c],s_1585[c],r_4047,1
s_0432[c],s_1587[c],r_4047,1
s_0432[c],s_1589[c],r_4047,1
s_0432[c],s_1590[c],r_4047,1
s_0432[c],s_1591[c],r_4047,1
s_0432[c],s_1593[c],r_4047,1
s_0432[c],s_1594[c],r_4047,1
s_0432[c],s_1596[c],r_4047,1
s_0432[c],s_1598[c],r_4047,1
s_0432[c],s_1600[c],r_4047,1
s_0432[c],s_1602[c],r_4047,1
s_0432[c],s_1604[c],r_4047,1
s_0432[c],s_1606[c],r_4047,1
s_0432[c],s_1607[c],r_4047,1
s_0432[c],s_1608[c],r_4047,1
s_0432[c],s_1610[c],r_4047,1
s_0432[c],s_1612[c],r_4047,1
s_0432[c],s_1614[c],r_4047,1
s_0432[c],s_3717[c],r_4047,1
s_1587[c],s_0432[c],r_0220,1
s_0326[c],s_0078[c],r_0910,1
s_0262[c],s_0122[c],r_0231,1
s_0122[c],s_0297[c],r_0241,1
s_1578[c],s_1579[c],r_0234,1
s_1579[c],s_1569[c],r_0237,1
s_0297[c],s_0209[c],r_0235,1
s_0209[c],s_0296[c],r_0236,1
s_0296[c],s_1576[c],r_0238,1
s_1569[c],s_0662[c],r_1682,1
s_1576[c],s_1577[c],r_0239,1
s_1577[c],s_1578[c],r_0240,1
s_0663[w],s_0667[w],r_0244,1
s_0667[w],s_0666[c],r_1758,1
s_0999[c],s_0455[c],r_0250,1
s_0999[c],s_0991[c],r_0250,1
s_0999[c],s_0747[c],r_0478,1
s_0991[c],s_0999[c],r_0476,1
s_0991[c],s_0748[c],r_0479,1
s_0991[c],s_1038[c],r_0989,1
s_0991[c],s_0993[m],r_1194,1
s_0021[c],s_1235[c],r_0252,1
s_1235[c],s_0021[c],r_1120,1
s_1235[c],s_1236[m],r_1120,1
s_1236[m],s_0023[m],r_0254,1
s_1236[m],s_0376[m],r_0254,1
s_0023[m],s_0021[c],r_1120,1
s_0023[m],s_1236[m],r_1120,1
s_0376[m],s_0524[m],r_0300,1
s_0376[m],s_0834[m],r_1838,1
s_1377[c],s_0204[c],r_0939,1
s_0517[m],s_0941[m],r_0280,1
s_0941[m],s_0182[m],r_0658,1
s_0941[m],s_0524[m],r_1128,1
s_0941[m],s_0940[c],r_1128,1
s_0524[m],s_0517[m],r_0302,1
s_0524[m],s_0068[m],r_1126,1
s_0524[m],s_0522[c],r_1126,1
s_0524[m],s_0522[c],r_1127,1
s_0524[m],s_1361[m],r_1127,1
s_0516[c],s_0522[c],r_0303,1
s_0522[c],s_0180[c],r_1112,1
s_0522[c],s_0524[m],r_1112,1
s_0522[c],s_0524[m],r_1128,1
s_0522[c],s_0940[c],r_1128,1
s_1559[c],s_0539[c],r_0307,1
s_0539[c],s_3083[x],r_3538,1
s_0980[c],s_0981[c],r_0815,1
s_0980[c],s_1241[c],r_0815,1
s_1039[c],s_0980[c],r_0309,1
s_1039[c],s_1003[c],r_0502,1
s_1039[c],s_1428[c],r_0995,1
s_1039[c],s_0764[c],r_1055,1
s_1039[c],s_1048[c],r_1055,1
s_1039[c],s_3107[x],r_3545,1
s_0981[c],s_0542[c],r_0313,1
s_0981[c],s_1188[c],r_0905,1
s_0542[c],s_1582[c],r_4047,1
s_0542[c],s_1583[c],r_4047,1
s_0542[c],s_1585[c],r_4047,1
s_0542[c],s_1587[c],r_4047,1
s_0542[c],s_1589[c],r_4047,1
s_0542[c],s_1590[c],r_4047,1
s_0542[c],s_1591[c],r_4047,1
s_0542[c],s_1593[c],r_4047,1
s_0542[c],s_1594[c],r_4047,1
s_0542[c],s_1596[c],r_4047,1
s_0542[c],s_1598[c],r_4047,1
s_0542[c],s_1600[c],r_4047,1
s_0542[c],s_1602[c],r_4047,1
s_0542[c],s_1604[c],r_4047,1
s_0542[c],s_1606[c],r_4047,1
s_0542[c],s_1607[c],r_4047,1
s_0542[c],s_1608[c],r_4047,1
s_0542[c],s_1610[c],r_4047,1
s_0542[c],s_1612[c],r_4047,1
s_0542[c],s_1614[c],r_4047,1
s_0542[c],s_3717[c],r_4047,1
s_1589[c],s_0542[c],r_0313,1
s_1059[c],s_0262[c],r_0317,1
s_1059[c],s_0722[c],r_0317,1
s_0589[c],s_0654[c],r_0326,1
s_0589[c],s_3720[c],r_4050,1
s_0654[c],s_0649[c],r_1045,1
s_0613[c],s_0615[c],r_0330,1
s_0625[c],s_1487[c],r_0344,1
s_1487[c],s_0120[c],r_0446,1
s_1487[c],s_4205[c],r_4598,1
s_0061[c],s_1269[c],r_0453,1
s_0061[c],s_1458[c],r_0453,1
s_0008[m],s_0060[m],r_0353,1
s_0060[m],s_1018[m],r_0664,1
s_0943[c],s_0745[c],r_0355,1
s_0943[c],s_0190[c],r_0462,1
s_0943[c],s_1376[c],r_0667,1
s_0745[c],s_0190[c],r_0462,1
s_1376[c],s_0745[c],r_0355,1
s_0645[c],s_0644[w],r_0361,1
s_0644[w],s_0646[w],r_0362,1
s_0644[w],s_1108[w],r_0362,1
s_0743[c],s_0644[w],r_0361,1
s_0646[w],s_0645[c],r_1748,1
s_1108[w],s_1107[c],r_1932,1
s_0188[c],s_0260[c],r_0893,1
s_0710[m],s_0709[m],r_0438,1
s_0709[m],s_0710[m],r_0439,1
s_0709[m],s_1537[m],r_0439,1
s_1537[m],s_1535[m],r_0773,1
s_1535[m],s_0710[m],r_0439,1
s_1535[m],s_1537[m],r_0439,1
s_0555[c],s_0557[c],r_0449,1
s_0557[c],s_0568[c],r_0467,1
s_0557[c],s_0574[c],r_0723,1
s_0557[c],s_0551[c],r_1050,1
s_0557[c],s_0581[c],r_1050,1
s_0629[c],s_0555[c],r_0450,1
s_0629[c],s_0767[c],r_0491,1
s_0764[c],s_0555[c],r_0450,1
s_0764[c],s_0551[c],r_1048,1
s_0764[c],s_0551[c],r_1050,1
s_0764[c],s_0557[c],r_1048,1
s_0764[c],s_0581[c],r_1050,1
s_0764[c],s_0629[c],r_1054,1
s_0727[m],s_0068[m],r_0451,1
s_0727[m],s_1460[m],r_0454,1
s_0727[m],s_0725[c],r_1265,1
s_0068[m],s_1273[m],r_0713,1
s_0068[m],s_1401[m],r_0718,1
s_0066[c],s_1271[c],r_0714,1
s_0066[c],s_0068[m],r_1126,1
s_0066[c],s_0522[c],r_1126,1
s_0066[c],s_0067[e],r_1652,1
s_0066[c],s_0180[c],r_1652,1
s_1269[c],s_1270[c],r_0820,1
s_1458[c],s_0981[c],r_0815,1
s_1458[c],s_1241[c],r_0815,1
s_1458[c],s_1241[c],r_4274,1
s_1460[m],s_0727[m],r_4264,1
s_0190[c],s_1447[c],r_1012,1
s_0180[c],s_0991[c],r_0471,1
s_0180[c],s_0940[c],r_0659,1
s_0180[c],s_0176[c],r_1099,1
s_0180[c],s_0182[m],r_1099,1
s_0180[c],s_0181[e],r_1588,1
s_0180[c],s_4182[c],r_4570,1
s_0747[c],s_1582[c],r_4047,1
s_0747[c],s_1583[c],r_4047,1
s_0747[c],s_1585[c],r_4047,1
s_0747[c],s_1587[c],r_4047,1
s_0747[c],s_1589[c],r_4047,1
s_0747[c],s_1590[c],r_4047,1
s_0747[c],s_1591[c],r_4047,1
s_0747[c],s_1593[c],r_4047,1
s_0747[c],s_1594[c],r_4047,1
s_0747[c],s_1596[c],r_4047,1
s_0747[c],s_1598[c],r_4047,1
s_0747[c],s_1600[c],r_4047,1
s_0747[c],s_1602[c],r_4047,1
s_0747[c],s_1604[c],r_4047,1
s_0747[c],s_1606[c],r_4047,1
s_0747[c],s_1607[c],r_4047,1
s_0747[c],s_1608[c],r_4047,1
s_0747[c],s_1610[c],r_4047,1
s_0747[c],s_1612[c],r_4047,1
s_0747[c],s_1614[c],r_4047,1
s_0747[c],s_3717[c],r_4047,1
s_1590[c],s_0747[c],r_0478,1
s_0748[c],s_1582[c],r_4047,1
s_0748[c],s_1583[c],r_4047,1
s_0748[c],s_1585[c],r_4047,1
s_0748[c],s_1587[c],r_4047,1
s_0748[c],s_1589[c],r_4047,1
s_0748[c],s_1590[c],r_4047,1
s_0748[c],s_1591[c],r_4047,1
s_0748[c],s_1593[c],r_4047,1
s_0748[c],s_1594[c],r_4047,1
s_0748[c],s_1596[c],r_4047,1
s_0748[c],s_1598[c],r_4047,1
s_0748[c],s_1600[c],r_4047,1
s_0748[c],s_1602[c],r_4047,1
s_0748[c],s_1604[c],r_4047,1
s_0748[c],s_1606[c],r_4047,1
s_0748[c],s_1607[c],r_4047,1
s_0748[c],s_1608[c],r_4047,1
s_0748[c],s_1610[c],r_4047,1
s_0748[c],s_1612[c],r_4047,1
s_0748[c],s_1614[c],r_4047,1
s_0748[c],s_3717[c],r_4047,1
s_1591[c],s_0748[c],r_0479,1
s_0075[c],s_0764[c],r_0486,1
s_0770[m],s_0632[m],r_0490,1
s_0632[m],s_0629[c],r_1746,1
s_0767[c],s_0770[m],r_1809,1
s_0767[c],s_2934[x],r_3534,1
s_0767[c],s_0769[a],r_3581,1
s_0325[c],s_0301[c],r_0499,1
s_1005[m],s_1042[m],r_0503,1
s_1005[m],s_1410[m],r_0506,1
s_1042[m],s_1039[c],r_2045,1
s_0627[m],s_1097[m],r_0505,1
s_1097[m],s_1411[m],r_0832,1
s_1410[m],s_0628[m],r_0507,1
s_1098[m],s_1410[m],r_0506,1
s_0628[m],s_1098[m],r_0508,1
s_0773[c],s_3718[c],r_4048,1
s_0757[c],s_1582[c],r_4047,1
s_0757[c],s_1583[c],r_4047,1
s_0757[c],s_1585[c],r_4047,1
s_0757[c],s_1587[c],r_4047,1
s_0757[c],s_1589[c],r_4047,1
s_0757[c],s_1590[c],r_4047,1
s_0757[c],s_1591[c],r_4047,1
s_0757[c],s_1593[c],r_4047,1
s_0757[c],s_1594[c],r_4047,1
s_0757[c],s_1596[c],r_4047,1
s_0757[c],s_1598[c],r_4047,1
s_0757[c],s_1600[c],r_4047,1
s_0757[c],s_1602[c],r_4047,1
s_0757[c],s_1604[c],r_4047,1
s_0757[c],s_1606[c],r_4047,1
s_0757[c],s_1607[c],r_4047,1
s_0757[c],s_1608[c],r_4047,1
s_0757[c],s_1610[c],r_4047,1
s_0757[c],s_1612[c],r_4047,1
s_0757[c],s_1614[c],r_4047,1
s_0757[c],s_3717[c],r_4047,1
s_1593[c],s_0757[c],r_0512,1
s_1565[c],s_0782[c],r_0514,1
s_0782[c],s_0739[c],r_0529,1
s_0785[c],s_0141[c],r_0525,1
s_0785[c],s_0722[c],r_0525,1
s_0739[c],s_0785[c],r_0800,1
s_1010[c],s_1006[c],r_0536,1
s_1006[c],s_0832[c],r_0539,1
s_1011[c],s_1010[c],r_0537,1
s_0207[c],s_1011[c],r_0538,1
s_0832[c],s_1582[c],r_4047,1
s_0832[c],s_1583[c],r_4047,1
s_0832[c],s_1585[c],r_4047,1
s_0832[c],s_1587[c],r_4047,1
s_0832[c],s_1589[c],r_4047,1
s_0832[c],s_1590[c],r_4047,1
s_0832[c],s_1591[c],r_4047,1
s_0832[c],s_1593[c],r_4047,1
s_0832[c],s_1594[c],r_4047,1
s_0832[c],s_1596[c],r_4047,1
s_0832[c],s_1598[c],r_4047,1
s_0832[c],s_1600[c],r_4047,1
s_0832[c],s_1602[c],r_4047,1
s_0832[c],s_1604[c],r_4047,1
s_0832[c],s_1606[c],r_4047,1
s_0832[c],s_1607[c],r_4047,1
s_0832[c],s_1608[c],r_4047,1
s_0832[c],s_1610[c],r_4047,1
s_0832[c],s_1612[c],r_4047,1
s_0832[c],s_1614[c],r_4047,1
s_0832[c],s_3717[c],r_4047,1
s_1594[c],s_0832[c],r_0539,1
s_0836[m],s_0177[m],r_0545,1
s_0177[m],s_0176[c],r_1099,1
s_0177[m],s_0182[m],r_1099,1
s_1014[c],s_1238[c],r_0548,1
s_1238[c],s_1045[c],r_1041,1
s_0218[c],s_0028[c],r_0558,1
s_0028[c],s_0019[c],r_0735,1
s_0550[c],s_0207[c],r_0564,1
s_0849[c],s_1565[c],r_0565,1
s_0076[c],s_0086[c],r_0566,1
s_0086[c],s_0764[c],r_1055,1
s_0086[c],s_1048[c],r_1055,1
s_1365[c],s_0849[c],r_0570,1
s_0182[m],s_1411[m],r_0832,1
s_0182[m],s_0834[m],r_1838,1
s_0182[m],s_0180[c],r_1112,1
s_0182[m],s_0524[m],r_1112,1
s_0940[c],s_0779[c],r_0662,1
s_0940[c],s_1458[c],r_0662,1
s_0940[c],s_0516[c],r_2305,1
s_1016[c],s_0056[c],r_0663,1
s_1016[c],s_0847[c],r_0665,1
s_0056[c],s_0060[m],r_1596,1
s_1018[m],s_1016[c],r_1898,1
s_0847[c],s_1582[c],r_4047,1
s_0847[c],s_1583[c],r_4047,1
s_0847[c],s_1585[c],r_4047,1
s_0847[c],s_1587[c],r_4047,1
s_0847[c],s_1589[c],r_4047,1
s_0847[c],s_1590[c],r_4047,1
s_0847[c],s_1591[c],r_4047,1
s_0847[c],s_1593[c],r_4047,1
s_0847[c],s_1594[c],r_4047,1
s_0847[c],s_1596[c],r_4047,1
s_0847[c],s_1598[c],r_4047,1
s_0847[c],s_1600[c],r_4047,1
s_0847[c],s_1602[c],r_4047,1
s_0847[c],s_1604[c],r_4047,1
s_0847[c],s_1606[c],r_4047,1
s_0847[c],s_1607[c],r_4047,1
s_0847[c],s_1608[c],r_4047,1
s_0847[c],s_1610[c],r_4047,1
s_0847[c],s_1612[c],r_4047,1
s_0847[c],s_1614[c],r_4047,1
s_0847[c],s_3717[c],r_4047,1
s_1596[c],s_0847[c],r_0665,1
s_1020[c],s_0222[c],r_0671,1
s_0957[m],s_0955[c],r_1874,1
s_0959[c],s_1038[c],r_0989,1
s_1048[c],s_1195[c],r_0694,1
s_1048[c],s_1527[c],r_1057,1
s_1195[c],s_0722[c],r_0762,1
s_1195[c],s_1020[c],r_0762,1
s_0037[c],s_1059[c],r_0698,1
s_1021[c],s_1077[c],r_0701,1
s_1077[c],s_1582[c],r_4047,1
s_1077[c],s_1583[c],r_4047,1
s_1077[c],s_1585[c],r_4047,1
s_1077[c],s_1587[c],r_4047,1
s_1077[c],s_1589[c],r_4047,1
